,Tenure,Bandwidth_GB_Year,Fixes,Population
1915,12.85056526,1710.216611,2,11300
1916,4.385448215,758.0522649,4,32944
1917,5.798532598,758.6189978,5,1260
1918,15.54170472,2100.288363,5,1485
1919,11.92905011,1851.152977,5,1167
1920,5.037146238,1051.069135,4,540
1921,3.259826777,1216.35272,4,18281
1922,12.52485764,2138.661668,4,1421
1923,5.220501553,684.7417744,4,19414
1924,10.4843853,1325.529732,3,164
1925,3.835182255,641.4963126,3,658
1926,7.918255804,944.331401,3,14242
1927,6.136751688,1553.937724,2,28085
1928,20.00794461,1824.510182,3,35376
1929,22.37864487,2353.856438,3,3282
1930,17.05603447,2209.997412,3,96
1931,2.48527604,521.8726735,3,7215
1932,10.1127187,1282.45127,3,4705
1933,11.59620573,1283.266496,2,647
1934,15.21980082,2425.149963,3,2072
1935,10.19944078,2017.858499,3,292
1936,6.135854482,1585.705665,5,6119
1937,11.04013684,1281.961793,3,10963
1938,2.24841574,1115.319187,3,2713
1939,13.03967126,1324.519398,3,868
1940,3.637134041,1114.124252,3,39568
1941,9.660168743,1510.790984,4,33225
1942,8.721771003,1402.374111,5,3783
1943,24.37711744,2463.393795,4,5584
1944,7.017918254,943.490788,3,2217
1945,1.235589507,296.9963678,3,402
1946,3.892424053,390.381346,1,179
1947,21.6132385,2467.669888,4,1716
1948,4.238632927,590.602719,3,15322
1949,22.04436191,3098.243332,4,184
1950,1.770031252,907.2442013,3,268
1951,1.00025934,1154.39778,4,1367
1952,21.1307851,1807.178649,5,566
1953,21.4708673,2504.245348,3,1113
1954,16.56587766,1645.259689,4,2932
1955,23.11577242,2454.262177,4,35414
1956,8.355760951,1031.509395,3,1488
1957,14.21751959,1906.330177,3,42227
1958,11.42145103,1971.843122,4,47459
1959,10.99607752,1120.873005,4,1940
1960,2.867284438,527.3823713,4,39694
1961,8.205103396,1288.925148,3,5542
1962,9.878308737,1647.420385,1,26216
1963,3.27055489,911.5267548,4,1635
1964,13.59949293,1587.688033,5,1330
1965,7.757685471,1772.090821,3,48008
1966,10.98734966,2079.818241,3,450
1967,7.98560378,1367.4247,3,87
1968,3.391969552,738.5002845,3,35771
1969,6.393598693,1269.403112,4,53
1970,19.13168856,1729.615672,3,88
1971,10.98841039,1267.471074,5,6285
1972,1.268992493,715.7384607,3,505
1973,11.23691953,1905.350528,3,5344
1974,14.64298089,1597.578464,3,683
1975,12.57273206,1348.141984,3,335
1976,4.266309981,615.1161821,2,39842
1977,14.51274009,2029.905606,3,816
1978,16.01233793,2010.958936,2,745
1979,14.7212152,1576.607681,3,1144
1980,5.947501617,1330.615859,4,3929
1981,26.68008793,2552.12106,3,3747
1982,24.77325806,2234.450325,3,918
1983,8.856546048,1457.990407,2,1114
1984,6.12261616,1263.008234,4,2029
1985,8.69123648,1299.240934,2,21044
1986,7.443067222,1190.580006,4,344
1987,4.30774917,811.9419618,4,6042
1988,1.277136149,246.039373,3,5960
1989,1.722680046,457.8089454,3,14194
1990,6.217715978,1125.77426,4,1241
1991,5.412980331,937.3165462,4,10587
1992,21.67433467,2230.633867,4,24202
1993,3.99171522,854.52613,3,1765
1994,20.93887792,2674.568338,5,303
1995,5.794641025,786.3429747,2,489
1996,14.91152829,2193.593711,5,24264
1997,6.22614246,1385.020283,4,1812
1998,6.093194674,1045.580948,4,2510
1999,10.28304,1144.770736,5,19540
2000,10.50826,1724.050425,3,1547
2001,1.229945,570.9128348,3,1404
2002,13.29584,1392.096076,3,20884
2003,2.105603,904.795841,3,28717
2004,7.976237,1410.771138,3,10423
2005,1.293553,278.4405252,3,34312
2006,5.982479,1418.914101,4,9092
2007,1.26105,1206.875735,3,968
2008,7.698157,1683.821351,5,2387
2009,2.175619,888.7773914,5,20537
2010,9.390135,1574.866243,3,332
2011,20.16124,1903.284724,3,274
2012,8.433722,1042.452905,5,21572
2013,3.081551,843.4262718,2,28558
2014,18.2156,2710.705946,4,223
2015,14.80885,2097.707886,3,9076
2016,3.151239,970.5121325,5,2856
2017,16.81532,2095.701636,3,2725
2018,1.954899,655.8025029,3,1512
2019,5.111408,722.0796766,4,35373
2020,11.42056,1623.908651,6,7278
2021,8.954465,1551.718247,3,5184
2022,7.387825,1411.701061,5,51369
2023,3.943222,822.774438,5,22187
2024,10.47338,1428.669992,3,25445
2025,4.773251,1557.79907,4,1388
2026,4.510318,1068.481652,4,0
2027,3.843142,1349.319824,4,21556
2028,11.38469,1731.015044,5,1448
2029,7.178731,1421.45141,2,30125
2030,3.434965,782.5670721,3,36184
2031,11.93639,1399.828665,3,7751
2032,2.155733,411.9057225,4,31990
2033,4.600655,733.0007061,3,9986
2034,7.376158,1669.828557,4,7676
2035,4.573172,939.7724617,5,24974
2036,7.231407,1388.550492,3,16405
2037,9.84106,1501.582551,4,786
2038,6.204958,717.4865643,4,2544
2039,8.962444,1172.296779,3,9583
2040,23.24675,2309.357899,4,29539
2041,8.716735,783.3606694,4,2145
2042,11.71454,1757.837077,4,3160
2043,3.08799,884.8222735,5,25827
2044,2.051002,845.0925039,4,68
2045,25.17478,2341.106117,4,195
2046,19.50558,2077.919709,5,30556
2047,6.645141,1350.573202,2,54829
2048,7.793232,1297.061633,3,26729
2049,13.37596,1670.352435,3,14267
2050,11.5352,1680.552794,4,11941
2051,6.025694,892.5309234,4,3718
2052,2.051657,1187.716662,5,10424
2053,8.082833,980.4160232,4,203
2054,2.654262,500.6893216,3,27981
2055,2.104985,626.494018,3,1460
2056,16.59389,2130.220399,4,399
2057,31.32024,3022.776148,4,8565
2058,21.03542,1784.938558,2,22609
2059,3.465896,1206.219227,3,458
2060,12.4962,2193.26463,5,171
2061,13.63369,1554.801608,4,43116
2062,11.75027,1485.647596,3,25723
2063,10.32943,1400.209666,4,5020
2064,8.333131,1187.710162,2,36172
2065,9.602383,1968.75769,2,1225
2066,22.37984,2146.833629,4,758
2067,9.061231,1172.004801,4,2097
2068,2.402087,561.6005724,4,1894
2069,12.85483,1918.333346,3,924
2070,5.430488,1045.733553,4,1179
2071,5.26792,592.6545248,2,4027
2072,6.799748,965.3809411,4,6257
2073,8.954573,967.4628508,4,213
2074,2.499923,843.6406855,3,44139
2075,8.084289,1315.312803,4,4085
2076,7.978289,832.638565,4,1111
2077,11.61721,1671.56323,3,212
2078,26.27061,2405.424259,4,11702
2079,9.881597,1366.505082,4,39234
2080,4.969544,1345.940597,4,44455
2081,14.86711,1415.406657,6,1480
2082,12.47887,1558.262612,3,189
2083,2.958575,531.0770713,4,7023
2084,9.955486,1557.295826,3,31194
2085,17.08264,2160.951234,3,1772
2086,12.12823,1464.752497,2,0
2087,9.832835,1583.398883,3,298
2088,3.737401,1010.521133,3,17274
2089,4.791566,1085.979242,3,364
2090,22.04122,2261.179586,6,4633
2091,6.86392,1128.042592,4,2363
2092,5.855847,768.3006696,4,6
2093,3.744207,978.3026986,3,35465
2094,7.809364,1572.631084,3,2997
2095,30.1778,2978.208092,4,3826
2096,5.66162,1478.422099,3,12153
2097,11.50316,2050.942844,3,17696
2098,6.818283,1280.44084,2,4052
2099,10.48149,1679.924727,3,2846
2100,5.459489,773.1752584,4,16791
2101,6.363764,845.9832801,3,42116
2102,12.03582,1337.343299,3,2023
2103,11.07943,1522.482247,5,20234
2104,13.0511,1571.238893,3,1455
2105,18.381,1943.652184,2,46675
2106,11.87278,1464.845197,6,26
2107,8.182907,1178.372362,2,16902
2108,6.765777,978.9249944,4,10012
2109,12.31839,1821.920781,4,2028
2110,5.173292,1366.649837,1,523
2111,6.23273,912.4311552,4,6551
2112,4.252913,995.5630984,2,417
2113,10.99952,1794.594938,4,8409
2114,7.831744,1016.19707,4,1288
2115,8.944195,1231.728594,2,4125
2116,19.72758,2426.091797,3,29360
2117,5.003409,1106.910603,4,1906
2118,11.53174,1840.767702,2,3316
2119,14.29414,1838.646452,4,26656
2120,28.28911,2461.030222,4,15848
2121,27.98865,2679.775265,2,2146
2122,15.2109,1875.199655,5,388
2123,1.577215,575.972228,3,21801
2124,16.85088,1661.330631,3,40290
2125,16.6564,1770.955679,4,5694
2126,8.275832,2019.213435,2,118
2127,1.789614,568.2599017,2,98
2128,5.943865,1039.286045,4,3076
2129,11.4255,1452.597026,4,1693
2130,29.35795,3232.873635,2,915
2131,3.543665,1121.849069,3,7862
2132,1.75453,713.7053321,4,1074
2133,19.87069,2472.105638,4,2817
2134,9.637159,1639.666431,6,37122
2135,7.658218,1417.62647,2,418
2136,2.465822,809.8918631,4,30762
2137,8.353798,1117.452708,3,2578
2138,9.37017,1428.317482,4,50137
2139,3.362461,545.9811422,3,237
2140,8.394454,1566.320356,5,4651
2141,2.432366,688.0396207,3,993
2142,4.044068,694.3512691,4,23402
2143,13.17391,1179.636227,3,2191
2144,1.375567,840.8676674,5,42
2145,24.34252,3276.40737,1,388
2146,2.301376,1408.898779,4,2304
2147,16.64818,1923.285458,2,1136
2148,4.564096,1113.404715,3,3697
2149,5.29727,1326.549878,4,1583
2150,5.099454,1362.860416,4,8304
2151,6.03955,685.3879681,3,1347
2152,4.749684,982.9569892,3,38787
2153,21.61867,1871.706612,4,29015
2154,15.51194,2196.073405,2,2067
2155,1.319201,646.5215872,3,0
2156,8.66647,1094.644005,3,25052
2157,2.748652,840.6246629,2,2562
2158,2.830635,753.4677251,3,4705
2159,5.423869,1179.381802,3,2680
2160,12.09638,2028.886621,3,43881
2161,7.117565,1133.237154,4,27541
2162,6.575242,727.0646246,5,1271
2163,9.951059,1539.085061,4,54621
2164,7.890163,1291.871722,4,109
2165,1.230987,394.202773,6,3866
2166,1.650984,1328.483312,3,658
2167,5.237873,1249.287563,2,20176
2168,17.13556,1693.253857,4,10951
2169,3.708394,883.6816755,4,1712
2170,5.582839,1146.224262,2,6571
2171,16.02992,1806.59355,3,18828
2172,3.523461,1173.915894,3,2469
2173,7.535729,965.7588051,4,484
2174,9.759887,1175.631327,2,790
2175,30.7698,2744.394944,3,35349
2176,12.43721,1980.207923,3,4868
2177,6.739405,1344.476361,3,99
2178,3.383778,762.0564475,3,2820
2179,4.632153,945.5166208,3,257
2180,1.900671,516.253628,2,676
2181,6.074592,1197.913731,4,327
2182,16.04075,1321.951163,3,3755
2183,21.58352,1988.072662,2,24871
2184,10.46977,1341.803325,5,2382
2185,11.00764,1835.301769,5,5060
2186,17.55138,2484.205678,2,11761
2187,7.675218,1515.545459,5,3001
2188,8.907101,1641.698648,3,1557
2189,4.275019,827.7165459,2,398
2190,4.836004,786.6024394,4,13245
2191,7.109947,1245.2646,4,24682
2192,17.98438,2197.871959,4,6
2193,2.918826,1263.539898,1,51045
2194,2.180679,805.2602253,2,0
2195,2.201845,482.1944216,3,121
2196,4.418468,985.5470101,3,18029
2197,4.798977,746.7953574,4,138
2198,14.1687,2031.234186,3,2013
2199,4.927273,1075.114258,3,5407
2200,10.7285,1469.569398,3,6572
2201,4.028152,558.7166007,2,41468
2202,26.74209,3121.880615,3,266
2203,4.029419,1244.250467,3,18208
2204,19.68549,2766.730566,4,627
2205,6.17382,841.3922748,2,3587
2206,3.990716,411.6028202,4,782
2207,11.90634,1495.042007,4,1006
2208,7.394788,1449.160419,3,1330
2209,1.445549,869.1995017,4,391
2210,8.696181,737.6363933,4,6409
2211,6.840972,919.5165157,5,81789
2212,20.43585,2021.193572,3,13553
2213,2.707119,885.2339594,3,960
2214,6.280617,1106.403216,4,7901
2215,7.458443,931.3751448,4,6140
2216,4.465592,1463.186559,3,37358
2217,12.63822,1385.435891,3,42161
2218,13.14986,1515.763354,3,617
2219,25.69631,3298.322775,3,2709
2220,3.089663,634.9659165,5,21888
2221,7.94384,610.2392527,4,22939
2222,13.31739,1606.689609,2,5555
2223,10.57654,1792.965757,4,9470
2224,10.37052,1772.190486,2,678
2225,3.478065,889.8305751,4,17666
2226,10.36313,1685.196727,3,3831
2227,10.269,1620.308367,4,22187
2228,9.526371,1297.915797,2,9025
2229,10.39421,1776.755229,4,34237
2230,10.32825,1683.120743,2,119
2231,13.85765,1946.937264,3,73
2232,4.338536,1230.940963,4,5456
2233,8.492867,1013.266498,4,485
2234,2.649474,1164.574248,1,17644
2235,18.5303,2157.669912,4,2421
2236,4.970731,1450.54664,4,6050
2237,2.493434,249.3579815,4,385
2238,25.26752,2351.365618,3,222
2239,3.020801,590.380115,4,1330
2240,4.905018,782.6217803,3,2246
2241,1.198203,276.5777606,3,867
2242,1.366478,634.6246024,4,68
2243,8.492902,1653.756383,4,13535
2244,5.26283,993.5285482,1,123
2245,2.734669,1228.5527,2,16019
2246,7.533801,1151.972963,4,6976
2247,12.02081,1401.33731,4,35373
2248,2.548892,1236.080387,3,1020
2249,3.459881,971.0579616,4,2164
2250,4.674085,745.4775132,3,3211
2251,27.73225,2588.510628,4,470
2252,15.13792,2128.992056,3,7134
2253,3.374565,906.5332012,4,885
2254,6.791156,797.3327965,5,19980
2255,1.703799,744.427424,2,39065
2256,5.229738,534.4791223,3,5706
2257,1.4946,1004.770111,4,5090
2258,12.51454,1398.226038,3,13649
2259,12.85929,1303.045672,5,2439
2260,12.72079,1388.786045,4,16659
2261,4.066925,590.2497674,4,0
2262,19.98033,2261.0457,2,9489
2263,11.53977,1453.840704,5,7284
2264,4.719731,626.8266819,6,3649
2265,10.77918,1658.673224,3,947
2266,7.667371,1345.843812,4,8851
2267,25.32558,2914.993204,4,15142
2268,16.30451,2674.664142,3,21681
2269,7.80313,1652.589596,2,0
2270,7.944389,1237.129631,4,33
2271,2.977062,1002.753144,5,4465
2272,6.403857,1588.073926,5,39273
2273,15.88923,2018.432674,5,2759
2274,10.91296,1586.408716,4,72332
2275,16.16886,2657.509636,4,573
2276,6.542299,785.7678294,1,725
2277,17.66747,1966.502807,2,901
2278,5.63873,843.9673513,4,434
2279,9.307673,1067.709253,4,1496
2280,4.582941,921.6285886,4,47227
2281,7.755991,1177.660151,2,996
2282,9.557096,1067.650921,4,40860
2283,5.219974,570.5832494,4,124
2284,18.13802,1791.953298,3,8854
2285,3.935134,1151.849425,4,630
2286,9.049865,1217.367061,3,566
2287,5.596602,1465.141784,4,5929
2288,3.908371,841.0151958,3,4642
2289,1.739449,949.5030179,6,3011
2290,6.002744,968.2908707,4,10
2291,24.42176,2471.127552,2,1012
2292,3.197618,499.7241703,4,184
2293,3.180149,553.4713761,5,360
2294,6.981941,1403.290023,4,49350
2295,14.7857,2230.867361,4,314
2296,9.361841,1511.485403,4,55222
2297,8.079294,1403.556394,4,44740
2298,9.487121,1523.207235,4,4175
2299,7.409149,641.192229,5,2656
2300,5.111421,655.4787829,4,562
2301,4.770815,1550.381641,2,2710
2302,2.65459,479.1497047,4,9400
2303,13.71891,2259.182707,4,570
2304,12.69435,1444.696816,5,13587
2305,6.324505,842.4625146,3,5157
2306,14.80965,1844.034359,3,47791
2307,13.8206,2020.782911,2,21952
2308,2.130946,1147.794876,3,40820
2309,5.885148,635.2980162,4,2000
2310,12.77209,1642.269113,2,72592
2311,3.112447,560.0748491,3,405
2312,6.816014,1799.882577,3,7531
2313,7.367806,1515.049953,3,16644
2314,21.08084,2300.741445,4,20501
2315,13.15232,1201.308416,3,1274
2316,1.270546,792.7917972,3,34119
2317,16.56118,2281.384323,5,6543
2318,12.21802,1749.384846,2,22795
2319,6.137692,767.624909,3,10189
2320,12.82428,1557.64411,3,5950
2321,7.458099,1065.848768,5,1346
2322,1.397042,295.9085258,3,420
2323,14.98386,2446.187988,4,1090
2324,19.75809,2006.106282,3,38932
2325,12.27217,1498.47689,3,16080
2326,9.23286,1903.763394,5,392
2327,2.497434,739.280489,2,3479
2328,15.91251,1883.901145,3,254
2329,4.527648,1190.326671,3,1526
2330,3.99954,837.2390946,4,7064
2331,8.133191,1158.223413,4,17248
2332,8.970035,1760.757293,4,12389
2333,1.589535,711.8524934,4,1070
2334,7.88215,1475.953048,4,7786
2335,4.244854,829.6494763,4,450
2336,18.65137,1904.888901,3,2950
2337,3.399281,517.7918192,4,404
2338,9.594746,1183.953112,3,9489
2339,3.199682,465.629346,4,189
2340,13.24052,1389.232023,4,59
2341,9.584536,984.1544122,2,671
2342,1.135161,731.9309009,5,51706
2343,1.835282,1040.201495,4,12
2344,14.76538,1686.444218,2,1425
2345,14.95975,1646.32071,4,2479
2346,8.487326,1181.038508,4,3499
2347,16.25256,2148.657258,3,2423
2348,17.4028,2221.185633,3,1756
2349,5.850283,995.3738841,3,40
2350,20.43277,2441.738277,3,4160
2351,2.763224,1151.98874,4,853
2352,15.73243,2212.360308,3,1338
2353,1.482474,822.7908952,4,57
2354,3.437502,419.4107069,2,3757
2355,17.20502,2089.469335,4,4518
2356,8.327722,880.6292606,7,1090
2357,2.225465,488.6462667,5,24694
2358,2.477945,612.0541917,3,22734
2359,9.25848,1149.144476,3,17242
2360,20.14176,1982.143037,3,239
2361,11.14615,1317.291468,4,146
2362,1.5183,315.1395676,4,3410
2363,14.80365,2031.533699,4,12404
2364,2.734057,639.7154381,3,3374
2365,10.17576,1473.485303,4,41053
2366,1.582585,950.7410569,6,11294
2367,9.38329,1542.3033,5,3929
2368,10.85537,1446.937317,4,2370
2369,7.400769,1553.818731,3,1181
2370,6.84336,1184.335827,4,946
2371,3.290431,1045.435988,3,271
2372,14.59541,1493.681751,4,23373
2373,8.882682,1531.239282,3,1685
2374,23.16242,2698.307074,3,336
2375,2.590677,325.5857485,3,379
2376,5.59356,867.3610228,3,830
2377,9.933523,1853.873709,3,257
2378,2.992589,812.2973605,4,27525
2379,19.57075,1939.097667,5,31056
2380,16.68618,1617.794287,5,22225
2381,7.749595,1253.992994,2,100
2382,9.713544,1103.759867,4,1474
2383,9.288851,896.304005,2,4283
2384,14.21143,1813.71251,5,29061
2385,12.26499,1757.468385,5,8469
2386,2.096411,293.0174607,2,323
2387,14.76922,1849.738644,2,1268
2388,9.388962,1262.469988,2,103
2389,2.061636,598.858359,2,24628
2390,2.687062,490.2102038,3,1856
2391,1.854011,881.9915619,5,37056
2392,6.233177,988.8476688,5,15062
2393,11.36938,2257.255977,5,426
2394,5.533288,1400.182241,2,42116
2395,10.18679,1923.446501,5,1330
2396,5.857544,1140.769093,4,1875
2397,4.348554,815.588724,4,1197
2398,5.494536,1432.922873,3,24
2399,15.07508,1279.70353,2,16812
2400,4.235635,970.6301192,2,36062
2401,4.323297,1058.643568,3,161
2402,5.792794,1110.224942,3,94512
2403,3.919919,969.0951508,3,2423
2404,13.67733,1427.811261,3,589
2405,1.813049,571.8948363,5,2596
2406,4.867834,718.2708269,4,1257
2407,17.76511,2000.801151,3,3968
2408,19.14395,1649.813925,2,13768
2409,15.41637,2147.084163,3,195
2410,3.978662,1790.477112,1,722
2411,6.452058,1361.469601,2,2348
2412,10.55177,1436.441637,4,4301
2413,13.87203,1702.870167,2,76819
2414,15.98627,1868.995632,3,2981
2415,8.440774,839.5696843,3,32653
2416,5.706255,878.7758477,4,2678
2417,11.63009,1687.100467,2,33380
2418,6.364903,1352.42705,3,5748
2419,9.119628,1076.021746,4,9635
2420,10.55912,1064.163449,4,159
2421,11.11794,1505.877788,3,43
2422,2.96972,1444.44469,4,4251
2423,6.617173,916.275075,3,762
2424,3.664542,963.6972905,4,30922
2425,14.10183,2353.047822,4,2681
2426,13.20294,1038.379263,4,4998
2427,13.12966,1832.163914,1,0
2428,15.07394,2168.702608,5,58
2429,20.5514,2023.901526,4,6213
2430,1.704751,964.1421939,3,3108
2431,11.13625,1606.733876,4,24304
2432,5.802984,1163.473611,3,58123
2433,7.948145,1559.056164,3,4719
2434,12.0068,1338.084542,4,778
2435,20.22191,2643.645671,4,2345
2436,1.932155,552.2795704,4,333
2437,19.93923,2336.999053,4,124
2438,5.620998,1077.685443,2,13216
2439,6.446079,918.6663119,3,1755
2440,7.633753,1227.405249,5,578
2441,6.582225,886.9671382,4,364
2442,2.420905,1585.087297,3,6082
2443,2.608423,1328.874126,4,770
2444,9.248419,1792.520072,3,6428
2445,1.652127,462.2211376,3,29903
2446,2.077466,1244.139414,3,1080
2447,19.06753,2215.644479,3,18216
2448,2.12851,1009.028786,3,590
2449,13.46686,1382.061516,3,216
2450,1.805094,505.1435902,4,15657
2451,5.886238,1391.330245,2,626
2452,4.336113,1046.765683,2,28121
2453,5.395611,1122.653549,5,320
2454,2.930277,868.2420268,2,1404
2455,5.23657,1322.686843,3,5430
2456,1.293544,712.4768186,2,1488
2457,1.76478,826.331106,3,428
2458,15.4459,1983.907992,4,27454
2459,16.56317,1881.485804,5,30873
2460,8.939477,1588.984136,4,706
2461,5.9717,1290.155524,3,28234
2462,26.15019,2320.785912,3,7496
2463,17.84058,2373.467756,2,10873
2464,11.49687,1068.577042,3,14892
2465,3.761061,1151.905186,5,742
2466,16.39747,2207.805016,5,763
2467,11.61284,1839.162665,2,23761
2468,19.12428,2392.010213,3,1310
2469,13.85176,1584.550026,4,197
2470,18.8572,1819.57724,2,16503
2471,10.08697,1627.959422,3,5028
2472,1.895979,716.6438092,5,371
2473,2.446064,1066.183659,3,54023
2474,2.464275,1030.224777,2,2709
2475,14.80349,1661.346466,3,212
2476,8.040278,1058.595152,6,33875
2477,6.453124,792.1819969,4,1168
2478,20.13722,2083.650225,3,3347
2479,4.355677,1002.004764,3,172
2480,16.04377,2062.862632,3,82
2481,7.42363,950.7941169,2,332
2482,20.87424,2497.717707,4,2056
2483,14.44636,1572.076515,2,519
2484,9.000396,1462.964796,4,1903
2485,7.194779,1457.580613,3,598
2486,2.919931,899.976724,4,34639
2487,12.86551,1966.201755,3,2701
2488,18.8098,2596.374524,4,19578
2489,15.92001,2223.458561,4,899
2490,4.85088,1131.789188,2,199
2491,4.847411,602.6894614,4,2308
2492,2.758575,929.5655793,4,8489
2493,6.116652,1123.647592,4,1544
2494,1.757261,589.6405069,2,4201
2495,16.87028,2329.543371,4,1264
2496,16.66123,1742.811202,4,502
2497,12.61471,2007.430866,3,682
2498,5.714937,750.9484926,4,1129
2499,2.301772,1224.80823,3,1276
2500,3.627104,459.9710645,4,18141
2501,12.00909,1610.027119,4,230
2502,24.14282,2391.497324,3,1583
2503,19.14656,1811.777309,3,845
2504,22.14611,2113.691713,4,841
2505,5.585004,936.2693881,3,30141
2506,8.940085,1204.76304,3,3033
2507,17.82124,2296.853164,4,338
2508,27.4563,2859.041314,5,12407
2509,8.522053,1123.252119,2,24785
2510,8.386909,834.8359967,5,1026
2511,10.52249,1256.923905,5,1757
2512,9.836216,1700.500703,5,6922
2513,10.85169,1864.932987,5,159
2514,8.973181,1367.523632,1,346
2515,14.04801,1507.684892,4,54023
2516,14.17599,1663.204506,3,6694
2517,8.619877,1687.301468,4,354
2518,17.91527,2281.632997,3,865
2519,8.113307,1115.211468,4,1691
2520,12.52502,2267.526558,3,3216
2521,9.303687,1547.513225,2,579
2522,3.840589,808.7858345,6,2931
2523,5.142628,1045.919275,4,767
2524,2.067128,864.371328,4,24447
2525,18.96848,1811.884356,1,4879
2526,2.589165,662.5967184,2,6197
2527,2.362663,254.7465501,1,4981
2528,5.585807,1036.098256,4,548
2529,16.81789,2062.922234,3,1719
2530,18.529,2600.878739,4,535
2531,14.39213,1765.073078,4,3845
2532,8.457034,1498.783318,4,4649
2533,9.24589,804.9040342,4,3118
2534,1.413033,950.4411542,4,2301
2535,3.680185,587.7258611,3,4832
2536,16.82081,1559.752741,4,39850
2537,1.025579,570.4516207,4,32572
2538,15.02441,1406.070492,3,364
2539,2.440244,485.4228279,2,23474
2540,7.409027,1280.53691,3,1401
2541,3.148665,1025.253482,3,684
2542,29.62966,2913.842578,3,6275
2543,4.044209,991.6890153,3,10605
2544,22.73656,2227.799509,4,2089
2545,2.917886,945.7273128,3,7552
2546,13.08213,1655.992508,2,94
2547,1.740144,981.3822842,4,2328
2548,9.470798,1398.131991,1,3079
2549,2.476217,373.1383878,4,14918
2550,9.05316,1284.333326,3,1565
2551,10.86199,1364.293464,3,467
2552,7.990345,1654.594921,4,8189
2553,1.500126,676.2344842,3,3810
2554,6.732509,1153.214047,4,6123
2555,1.442102,837.2614393,3,14673
2556,10.89683,1246.67277,2,35
2557,10.69505,1364.959051,3,158
2558,6.905862,1606.823213,7,771
2559,22.31932,2343.988024,2,12338
2560,4.984918,1108.077901,4,13410
2561,10.45497,1307.834074,4,1316
2562,18.81683,1907.20649,4,764
2563,18.01018,1686.417922,2,227
2564,5.014012,1501.093332,5,120
2565,9.817033,954.2700173,4,7955
2566,7.437784,1170.676993,5,4204
2567,1.280324,436.2297665,5,900
2568,13.43811,1965.462483,4,1121
2569,3.765838,494.8412692,3,16398
2570,12.50419,1636.48816,3,35102
2571,1.798433,528.989098,4,8093
2572,7.35817,961.4048126,4,37
2573,7.744129,720.6519058,4,2172
2574,16.79677,1820.926895,4,24163
2575,1.311693,530.0519539,3,4180
2576,6.960522,1466.444336,2,13222
2577,5.525134,1288.15613,5,21314
2578,10.29048,1815.26546,5,36986
2579,18.32904,2206.253895,3,14524
2580,1.794202,917.029715,4,38865
2581,16.38978,2095.926619,3,964
2582,22.34478,2231.25397,3,19855
2583,12.91538,1524.881001,1,56308
2584,11.59627,1929.992785,3,2309
2585,15.2121,1508.478673,4,871
2586,3.771607,1117.284921,2,3417
2587,11.64744,1381.77131,3,1175
2588,25.72493,2354.102724,4,1970
2589,1.393262,722.2139832,4,1024
2590,12.173,1619.686288,4,782
2591,8.909806,1342.337702,5,445
2592,10.48608,874.0562063,4,15226
2593,19.26465,2203.565459,2,7611
2594,6.24751,986.8685971,4,841
2595,9.063713,1031.540479,3,67
2596,10.02603,1183.503581,4,14018
2597,28.22989,3068.956506,4,475
2598,7.617535,1326.411799,4,24
2599,20.58561,2005.474189,4,2580
2600,12.359,1827.076857,3,1283
2601,8.437873,923.1400229,4,2625
2602,14.01692,2099.82555,2,107
2603,1.506136,460.5286853,2,417
2604,5.457127,1589.753327,3,4979
2605,4.148103,296.0266799,4,5295
2606,8.867664,1362.782508,4,612
2607,6.663036,1292.032339,2,8618
2608,1.563383,673.250968,5,10980
2609,13.75426,1947.058707,4,12237
2610,2.367066,1136.589804,4,9145
2611,2.333094,530.0667964,4,62429
2612,14.86158,1439.925812,2,39227
2613,1.768753,736.3553892,2,5
2614,18.25291,1863.348549,4,1116
2615,1.275948,476.7850753,4,22275
2616,29.95876,3119.385384,4,274
2617,2.073632,861.7738077,5,19546
2618,10.49402,1584.241573,4,224
2619,6.368504,1756.610979,2,27224
2620,7.674186,924.1809843,4,2625
2621,16.75789,2080.564441,2,2032
2622,8.473966,1208.504726,4,1034
2623,30.82191,3042.656083,2,508
2624,7.8432,935.4475784,4,2539
2625,8.03514,798.0189824,4,26902
2626,5.150963,822.9997439,3,37375
2627,24.2732,2765.521967,2,2131
2628,9.38517,1461.269401,4,2122
2629,13.81972,1438.002278,4,2684
2630,1.37258,680.4074741,4,3182
2631,1.84687,464.4350832,3,11885
2632,12.23147,1483.466725,4,1485
2633,6.554584,831.986868,4,1114
2634,2.599617,650.0225046,2,281
2635,2.827378,965.4344564,3,31148
2636,16.12971,2275.291432,3,217
2637,23.9038,2593.650846,4,8368
2638,1.73409,428.5644943,2,7379
2639,17.45182,1759.464436,3,98
2640,3.82548,1134.14173,5,7351
2641,10.00949,1236.291583,4,3231
2642,15.81095,2126.056803,5,456
2643,4.310974,1024.131285,3,777
2644,1.200106,336.3711095,3,1001
2645,1.99818,758.9886777,2,5981
2646,16.93745,1688.294747,4,32801
2647,13.05373,1761.265371,2,8867
2648,3.533323,793.8062657,3,2226
2649,16.93329,2020.896358,2,2139
2650,2.888303,296.7260391,3,9996
2651,6.307859,862.6906733,4,647
2652,4.812563,1003.080929,5,39
2653,25.10781,2646.099689,3,1332
2654,10.32034,1525.81124,3,25445
2655,16.7433,2536.53749,5,8549
2656,6.652608,1225.184798,3,2192
2657,6.7064,877.2126863,4,2879
2658,11.96096,2058.120961,2,7999
